string,chaper,translator,group,phase,modality,UCP_ID,classification,sub_classification,Kudos,Error,High-level error type,Granular error type,reproduction,omission,creative_shift,NA
13,6,3,B,Post,HT,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,3,B,Post,HT,27,Concretisation,Completion,1,0,,,0,0,1,0
15,6,3,B,Post,HT,28,Concretisation,Completion,1,0,,,0,0,1,0
16,6,3,B,Post,HT,29,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
17,6,3,B,Post,HT,30,Omission,Creative,1,0,,,0,1,0,0
18,6,3,B,Post,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,3,B,Post,HT,32,Omission,Creative,1,0,,,0,1,0,0
18,6,3,B,Post,HT,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,3,B,Post,HT,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,3,B,Post,HT,35,Reproduction,Direct Translation,0,0,,,1,0,0,0
24,18,3,B,Post,PE,36,Modification,Situational,0,1,Fluency,Punctuation,0,0,1,0
26,18,3,B,Post,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,3,B,Post,PE,38,Reproduction,Direct Translation,0,0,,,1,0,0,0
28,18,3,B,Post,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,3,B,Post,PE,40,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
30,18,3,B,Post,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,3,B,Post,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,3,B,Post,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,3,B,Post,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,3,B,Post,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,3,B,Post,PE,46,Modification,Situational,0,0,,,0,0,1,0
33,18,3,B,Post,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,3,B,Post,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,3,B,Post,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,3,B,Post,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,4,B,Pre,PE,5,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,4,B,Pre,PE,6,Concretisation,Addition,1,0,,,0,0,1,0
3,2,4,B,Pre,PE,7,Modification,Situational,0,1,Fluency,,0,0,1,0
3,2,4,B,Pre,PE,8,Reproduction,Direct Translation,1,0,,,1,0,0,0
3,2,4,B,Pre,PE,9,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
4,2,4,B,Pre,PE,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,4,B,Pre,PE,11,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,4,B,Pre,PE,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,4,B,Pre,PE,13,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
5,2,4,B,Pre,PE,14,Reproduction,Specification,0,1,Accuracy,Addition,1,0,0,0
7,2,4,B,Pre,PE,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,4,B,Pre,PE,16,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
9,6,4,B,Pre,HT,17,Reproduction,Official Translation,0,0,,,1,0,0,0
10,6,4,B,Pre,HT,18,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
10,6,4,B,Pre,HT,19,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
10,6,4,B,Pre,HT,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,4,B,Pre,HT,21,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
11,6,4,B,Pre,HT,22,Omission,Shortcut,0,0,,,0,1,0,0
11,6,4,B,Pre,HT,23,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
12,6,4,B,Pre,HT,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,4,B,Pre,HT,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,4,B,Pre,HT,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,4,B,Pre,HT,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,4,B,Pre,HT,28,Omission,Creative,1,0,,,0,1,0,0
16,6,4,B,Pre,HT,29,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
17,6,4,B,Pre,HT,30,Omission,Shortcut,0,0,,,0,1,0,0
18,6,4,B,Pre,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,4,B,Pre,HT,32,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
18,6,4,B,Pre,HT,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,4,B,Pre,HT,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,4,B,Pre,HT,35,Modification,Situational,1,0,,,0,0,1,0
24,18,4,B,Pre,PE,36,Modification,Situational,0,1,Fluency,Punctuation,0,0,1,0
26,18,4,B,Pre,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,4,B,Pre,PE,38,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
28,18,4,B,Pre,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,4,B,Pre,PE,40,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
30,18,4,B,Pre,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,4,B,Pre,PE,42,Reproduction,Direct Translation,0,1,Style,,1,0,0,0
31,18,4,B,Pre,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,4,B,Pre,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,4,B,Pre,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,4,B,Pre,PE,46,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
33,18,4,B,Pre,PE,47,Reproduction,Direct Translation,1,0,,,1,0,0,0
34,18,4,B,Pre,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,4,B,Pre,PE,49,Reproduction,Direct Translation,0,1,Style,,1,0,0,0
36,18,4,B,Pre,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,4,A,Post,HT,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,4,A,Post,HT,2,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
2,2,4,A,Post,HT,3,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
2,2,4,A,Post,HT,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,4,A,Post,HT,5,Modification,Situational,0,1,Accuracy,Under-translation,0,0,1,0
3,2,4,A,Post,HT,6,Modification,Situational,1,0,,,0,0,1,0
3,2,4,A,Post,HT,7,Omission,Shortcut,0,0,,,0,1,0,0
3,2,4,A,Post,HT,8,Omission,Shortcut,0,0,,,0,1,0,0
3,2,4,A,Post,HT,9,Reproduction,Direct Translation,0,1,Fluency,,1,0,0,0
4,2,4,A,Post,HT,10,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
4,2,4,A,Post,HT,11,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,4,A,Post,HT,12,Concretisation,Completion,0,1,Fluency,,0,0,1,0
5,2,4,A,Post,HT,13,Concretisation,Completion,0,1,Style,Inconsistent style,0,0,1,0
5,2,4,A,Post,HT,14,Concretisation,Addition,0,1,Accuracy,Addition,0,0,1,0
7,2,4,A,Post,HT,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,4,A,Post,HT,16,Modification,Situational,0,1,Style,Inconsistent style,0,0,1,0
9,6,4,A,Post,PE,17,Reproduction,Direct Translation,0,0,,,1,0,0,0
10,6,4,A,Post,PE,18,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
10,6,4,A,Post,PE,19,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
10,6,4,A,Post,PE,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,4,A,Post,PE,21,Omission,Creative,0,1,Accuracy,Omission,0,1,0,0
11,6,4,A,Post,PE,22,Omission,Creative,0,1,Accuracy,Omission,0,1,0,0
11,6,4,A,Post,PE,23,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
12,6,4,A,Post,PE,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,4,A,Post,PE,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,4,A,Post,PE,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,4,A,Post,PE,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,4,A,Post,PE,28,Omission,Creative,1,0,,,0,1,0,0
16,6,4,A,Post,PE,29,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
17,6,4,A,Post,PE,30,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,4,A,Post,PE,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,4,A,Post,PE,32,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
18,6,4,A,Post,PE,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,4,A,Post,PE,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,4,A,Post,PE,35,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
24,18,4,A,Post,PE,36,Modification,Situational,0,1,Fluency,Punctuation,0,0,1,0
26,18,4,A,Post,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,4,A,Post,PE,38,Reproduction,Retention,0,0,,,1,0,0,0
28,18,4,A,Post,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,4,A,Post,PE,40,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
30,18,4,A,Post,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,4,A,Post,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,4,A,Post,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,4,A,Post,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,4,A,Post,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,4,A,Post,PE,46,Modification,Situational,1,0,,,0,0,1,0
33,18,4,A,Post,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,4,A,Post,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,4,A,Post,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,4,A,Post,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,5,B,Pre,PE,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,5,B,Pre,PE,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,5,B,Pre,PE,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,5,B,Pre,PE,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,5,B,Pre,PE,5,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,5,B,Pre,PE,6,Reproduction,Direct Translation,0,1,Accuracy,Under-translation,1,0,0,0
3,2,5,B,Pre,PE,7,Modification,Situational,0,1,Fluency,,0,0,1,0
3,2,5,B,Pre,PE,8,Modification,Situational,0,1,Style,Inconsistent style,0,0,1,0
3,2,5,B,Pre,PE,9,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
4,2,5,B,Pre,PE,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,5,B,Pre,PE,11,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,5,B,Pre,PE,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,5,B,Pre,PE,13,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,5,B,Pre,PE,14,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,5,B,Pre,PE,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,5,B,Pre,PE,16,Reproduction,Direct Translation,0,0,,,1,0,0,0
9,6,5,B,Pre,HT,17,Abstraction,Superordinate Term,1,0,,,0,0,1,0
10,6,5,B,Pre,HT,18,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
10,6,5,B,Pre,HT,19,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
10,6,5,B,Pre,HT,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,5,B,Pre,HT,21,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
11,6,5,B,Pre,HT,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,5,B,Pre,HT,23,Reproduction,Direct Translation,0,0,,,1,0,0,0
12,6,5,B,Pre,HT,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,5,B,Pre,HT,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,5,B,Pre,HT,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,5,B,Pre,HT,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,5,B,Pre,HT,28,Reproduction,Direct Translation,0,0,,,1,0,0,0
16,6,5,B,Pre,HT,29,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
17,6,5,B,Pre,HT,30,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,5,B,Pre,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,5,B,Pre,HT,32,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,5,B,Pre,HT,33,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
19,6,5,B,Pre,HT,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,5,B,Pre,HT,35,Reproduction,Direct Translation,0,0,,,1,0,0,0
24,18,5,B,Pre,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,5,B,Pre,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,5,B,Pre,PE,38,Reproduction,Retention,0,0,,,1,0,0,0
28,18,5,B,Pre,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,5,B,Pre,PE,40,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
30,18,5,B,Pre,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,5,B,Pre,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,5,B,Pre,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,5,B,Pre,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,5,B,Pre,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,5,B,Pre,PE,46,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
33,18,5,B,Pre,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,5,B,Pre,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,5,B,Pre,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,5,B,Pre,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,5,B,Post,PE,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,5,B,Post,PE,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,5,B,Post,PE,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,5,B,Post,PE,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,5,B,Post,PE,5,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,5,B,Post,PE,6,Reproduction,Direct Translation,0,1,Accuracy,Under-translation,1,0,0,0
3,2,5,B,Post,PE,7,Modification,Situational,0,1,Fluency,,0,0,1,0
3,2,5,B,Post,PE,8,Modification,Situational,0,1,Style,Inconsistent style,0,0,1,0
3,2,5,B,Post,PE,9,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
4,2,5,B,Post,PE,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,5,B,Post,PE,11,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,5,B,Post,PE,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,5,B,Post,PE,13,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
5,2,5,B,Post,PE,14,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,5,B,Post,PE,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,5,B,Post,PE,16,Reproduction,Direct Translation,0,0,,,1,0,0,0
9,6,5,B,Post,HT,17,Abstraction,Superordinate Term,1,0,,,0,0,1,0
10,6,5,B,Post,HT,18,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
10,6,5,B,Post,HT,19,Reproduction,Direct Translation,0,0,,,1,0,0,0
10,6,5,B,Post,HT,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,5,B,Post,HT,21,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
11,6,5,B,Post,HT,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,5,B,Post,HT,23,Reproduction,Direct Translation,0,0,,,1,0,0,0
12,6,5,B,Post,HT,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,5,B,Post,HT,25,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
13,6,5,B,Post,HT,26,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
15,6,5,B,Post,HT,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,5,B,Post,HT,28,Reproduction,Direct Translation,0,0,,,1,0,0,0
16,6,5,B,Post,HT,29,Reproduction,Direct Translation,0,0,,,1,0,0,0
17,6,5,B,Post,HT,30,Omission,Creative,1,0,,,0,1,0,0
18,6,5,B,Post,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,5,B,Post,HT,32,Omission,Shortcut,0,1,Accuracy,Mistranslation,0,1,0,0
18,6,5,B,Post,HT,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,5,B,Post,HT,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,5,B,Post,HT,35,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
24,18,5,B,Post,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,5,B,Post,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,5,B,Post,PE,38,Reproduction,Retention,0,0,,,1,0,0,0
28,18,5,B,Post,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,5,B,Post,PE,40,Reproduction,Direct Translation,0,0,,,1,0,0,0
30,18,5,B,Post,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,5,B,Post,PE,42,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
31,18,5,B,Post,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,5,B,Post,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,5,B,Post,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,5,B,Post,PE,46,Modification,Situational,1,0,,,0,0,1,0
33,18,5,B,Post,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,5,B,Post,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,5,B,Post,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,5,B,Post,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,7,B,Pre,PE,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,7,B,Pre,PE,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,7,B,Pre,PE,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,7,B,Pre,PE,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,7,B,Pre,PE,5,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,7,B,Pre,PE,6,Reproduction,Direct Translation,0,1,Accuracy,Under-translation,1,0,0,0
3,2,7,B,Pre,PE,7,Concretisation,Completion,0,1,Fluency,,0,0,1,0
3,2,7,B,Pre,PE,8,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
3,2,7,B,Pre,PE,9,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
4,2,7,B,Pre,PE,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,7,B,Pre,PE,11,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
4,2,7,B,Pre,PE,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,7,B,Pre,PE,13,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
5,2,7,B,Pre,PE,14,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,7,B,Pre,PE,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,7,B,Pre,PE,16,Reproduction,Direct Translation,0,0,,,1,0,0,0
9,6,7,B,Pre,HT,17,Reproduction,Retention,0,1,Accuracy,Untranslated text,1,0,0,0
10,6,7,B,Pre,HT,18,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
10,6,7,B,Pre,HT,19,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
10,6,7,B,Pre,HT,20,Reproduction,Direct Translation,0,1,Fluency,,1,0,0,0
11,6,7,B,Pre,HT,21,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
11,6,7,B,Pre,HT,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,7,B,Pre,HT,23,Omission,Shortcut,0,0,,,0,1,0,0
12,6,7,B,Pre,HT,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,7,B,Pre,HT,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,7,B,Pre,HT,26,Concretisation,Addition,0,1,Accuracy,Mistranslation,0,0,1,0
15,6,7,B,Pre,HT,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,7,B,Pre,HT,28,Reproduction,Direct Translation,0,0,,,1,0,0,0
16,6,7,B,Pre,HT,29,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
17,6,7,B,Pre,HT,30,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,7,B,Pre,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,7,B,Pre,HT,32,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,7,B,Pre,HT,33,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
19,6,7,B,Pre,HT,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,7,B,Pre,HT,35,Abstraction,Superordinate Term,0,1,Accuracy,Over-translation,0,0,1,0
24,18,7,B,Pre,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,7,B,Pre,PE,37,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
26,18,7,B,Pre,PE,38,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
28,18,7,B,Pre,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,7,B,Pre,PE,40,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
30,18,7,B,Pre,PE,41,Reproduction,Direct Translation,0,0,,,1,0,0,0
30,18,7,B,Pre,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,7,B,Pre,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,7,B,Pre,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,7,B,Pre,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,7,B,Pre,PE,46,Modification,Situational,0,1,Style,Inconsistent style,0,0,1,0
33,18,7,B,Pre,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,7,B,Pre,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,7,B,Pre,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
